3	「สัมผัสได้มั้ย?」
4	「อืม ไม่ได้ขยับจากจุดที่ข้าเจอเมื่อวานเลยสักนิด」
6	「งั้นเหรอ ดีเลย」
8	แต่วิวก็ยังไม่ต่างจากเดิมเลย
10	ลางอย่างที่มุราซาเมะจังว่า ผมไม่รู้สึกอะไรเลยสักนิด แต่――
12	「――ขึ้ก」
13	ราวกับจะค้านความคิดเมื่อครู่ หัวใจผมเต้นแรงสะดุ้งขึ้นมา
14	แรงจนรู้สึกเจ็บตื้อๆ เลย
15	แบบนี้เป็นครั้งแรก――
16	ไม่สิ ไม่ใช่… เคยรู้สึกมาก่อนแล้ว
17	คืนที่เก็บเศษเสี้ยวชิ้นแรกได้ หัวใจก็เต้นตอบสนองแบบนี้เหมือนกัน
18	「นายท่าน?」
19	「ผมก็… อาจจะสัมผัสเศษเสี้ยวได้」
20	「นั่นจริงรึ?」
21	อธิบายไม่ถูกว่าทำไม แต่ถึงไม่มีมุราซาเมะจังนำทาง ผมก็รู้ว่าเศษเสี้ยวอยู่ตรงไหน
22	ราวกับจำลองคืนนั้นซ้ำ สายตาผมถูกดึงไปทางหนึ่ง
23	ผมก้มลงนั่งตรงจุดนั้นราวกับถูกชักนำ พอปัดใบไม้ออก――
24	「เจอจริงด้วย」
25	「นายท่านก็สัมผัสลางได้เหรอ?」
26	「ไม่รู้สิ? พอหยิบขึ้นมาแบบนี้ กลับไม่รู้สึกอะไรเลย」
27	「แค่… จะพูดยังไงดี… เหมือนได้ยินเสียงร้องขอให้มาหามันน่ะ…」
28	「เสียงเหรอ?」
29	「เปล่า ไม่ได้ยินเสียงจริงๆ หรอก แค่รู้สึกแบบนั้นน่ะ」
30	「สัมผัสของมุราซาเมะจังอาจเกี่ยวข้องกับผมด้วยรึเปล่านะ?」
31	「ไม่นะ ข้าว่าสัมผัสของข้าคงไม่ส่งผลถึงนายท่านขนาดนั้นหรอก」
32	「…งั้นเหรอ」
33	「เศษเสี้ยวชิ้นนี้ก็จะฝากให้คนของโคมากาวะใช่มั้ย? ตอนนั้นบอกเรื่องนี้ไว้ด้วยดีกว่า」
34	「ก็จริง」
35	『อรุณสวัสดิ์นะ อาริจิคุง』
36	「ขอโทษที่โทรมาแต่เช้านะครับ」
37	『เรื่องนั้นไม่เป็นไรหรอก』
38	『แต่อุตส่าห์โทรมาเวลานี้ มีปัญหาอะไรรึเปล่า?』
