36	「อืม……อืออ」
37	「ฟ้าว……อาาา～～……เช้าแล้วเหรอเนี่ย……」
38	ในห้องเริ่มสว่างขึ้นมากแล้ว
39	เวลาตื่นก็ไม่ได้ต่างจากเดิมเท่าไหร่ คงแปลว่าฤดูร้อนใกล้เข้ามาแล้วสินะ
40	「ต้องลุกแล้วสิ……」
41	「อรุณสวัสดิ์ นายท่าน」
43	「อรุณสวัสดิ์ มุราซาเมะจัง」
45	「ยังดูง่วงอยู่เลยนะเนี่ย」
47	「ก็นอนเท่าๆ เดิมแหละนะ」
49	「เมื่อวานทำเรื่องที่ไม่ชินไปเยอะ เลยอาจจะเหนื่อยโดยไม่รู้ตัวก็ได้ ฟ้าว อาาาา～～……」
51	「ว่าแต่ เจ้าทำโน่นนี่แทนมาโกะอยู่สินะ」
53	「ก็เอาแต่ให้เธอดูแลตลอด นานๆ ทีก็เถอะ」
55	แต่ถ้าไม่ชิน งานบ้านก็หนักเอาเรื่องเลยนะ
57	กว่าจะรู้ตัวก็ผ่านไปคืนนึง คงเพราะต้องย่อตัวค้างบ่อย เลยปวดหลังนิดๆ
59	「เอาเป็นว่า ต่อจากนี้อะไรช่วยได้ก็ช่วย แล้วต้องจำงานบ้านให้ได้ก่อนเลย」
61	แต่ก่อนหน้านั้น ซ้อมตอนเช้าก่อนเลย
63	เปลี่ยนเสื้อผ้าแล้วมุ่งไปห้องนั่งเล่น แต่……แปลกแฮะ
65	「ไม่เห็นมาโกะเลยนะ」
67	「ยังทำความสะอาดห้องน้ำอยู่รึเปล่านะ?」
69	「นายท่านนน ทางนี้ก็ไม่มีเธอ เข้ามาได้เลยน้า～」
71	หลังให้มุราซาเมะจังช่วยดูสถานการณ์ให้ ผมก็ก้าวเข้าไปในห้องน้ำ
73	「ดูจากสภาพนี้ ท่าทางยังไม่ได้ทำความสะอาดเลย วันนี้เธอไม่มารึเปล่านะ?」
75	「นั่นแปลกนะ……ตั้งแต่ผมมาอยู่นี่ก็ครั้งแรกเลยใช่ไหม?」
77	「ยิ่งกว่านั้น แค่มาสายก็เป็นครั้งแรกแล้ว」
79	「คุณฮิตาจิดูเป็นคนที่เนี้ยบเรื่องพวกนี้เนอะ」
81	「คนตระกูลฮิตาจิน่ะ ล้วนรับใช้บ้านโทโมทาเกะอย่างซื่อตรงจริงจังมารุ่นต่อรุ่นทั้งนั้น」
83	「………」
85	「บ้านฮิตาจิเป็นลูกหลานของบุตรชายคนโตที่ทิ้งคำสาปไว้สินะ」
87	「ฟังจากเจ้าตัวมาเหรอ?」
89	「แค่อยากเช็กให้ชัวร์น่ะ……เรื่องที่บ้านฮิตาจิต้องเจออะไรไม่เป็นธรรมเพราะสายเลือด……ไม่มีจริงๆ ใช่ไหม?」
91	「เรื่องนั้นไม่ต้องห่วงหรอก คนที่รู้น่ะ นอกจากบ้านฮิตาจิกับบ้านโทโมทาเกะที่เป็นคู่กรณีแล้ว ก็นับนิ้วมือข้างเดียวได้」
93	「เจ้าคิดว่าโยชิโนะจะไปรังแกมาโกะงั้นเหรอ?」
95	「งั้นคนส่วนใหญ่ก็ไม่รู้เรื่องนั้นสินะ」
97	「คนส่วนมากน่ะ แม้แต่ความจริงของตำนานเรื่องนั้นก็ยังไม่รู้เลย」
99	「ถึงอย่างนั้น พูดตามตรง……ก็เคยมีช่วงที่ลำบากอยู่หลายอย่าง」
101	「แต่นั่นมันเรื่องอดีตแล้ว ด้วยความทุ่มเทที่มีต่อบ้านโทโมทาเกะ เรื่องนั้นเลยกลายเป็นคำต้องห้าม แล้วก็เลือนหายไปจากความทรงจำของเมืองด้วย」
103	「งั้นเหรอ……」
105	「ที่คุณฮิตาจิเห็นมุราซาเมะจังได้ด้วย ก็เพราะเป็นลูกหลานรึเปล่า?」
107	「คงงั้น ไม่ใช่แค่มาโกะ คนตระกูลฮิตาจิรุ่นต่อรุ่นต่างก็เห็นตัวข้าได้」
109	「พอเถอะ นายท่าน ทั้งหมดมันเรื่องที่จบไปแล้ว」
111	「อือ เข้าใจแล้ว ขอโทษที่ถามอะไรแปลกๆ นะ」
113	เรื่องนี้คงไม่ใช่เรื่องที่คุณฮิตาจิอยากพูดถึงหรอก
115	แล้วก็ ถ้ามันคลี่คลายไปตั้งแต่อดีตแล้ว จะไปสืบต่อก็ไร้ประโยชน์
117	「………」
119	พอกลับมาห้องนั่งเล่น ก็ยังไม่เห็นคุณฮิตาจิอยู่ดี
121	「นี่มันเกิดอะไรขึ้นกันแน่นะ?」
123	「หลับสนิทอยู่รึเปล่านะ?」
125	「ก็ไม่เคยมีวันไหนที่ไม่ทำงานบ้านนี่นา ร่างกายอาจจะกำลังพยายามขจัดความเหนื่อยล้าที่สะสมมาก็ได้」
127	「ถ้าแค่นั้นก็ดีอยู่หรอก」
129	ชักสะกิดใจนิดๆ
131	แต่ก็เถอะ เวลามันก็เวลานี้ จะโทรไปตั้งแต่เช้ามืดแบบนี้ก็คงรบกวนเขา
133	แล้วก็ ถ้าเธอหลับอยู่ ก็อยากปล่อยให้หลับต่อไป
135	「เอาเป็นว่า ไปซ้อมก่อนดีกว่า」
137	ถ้ากลับมาแล้วยังไม่เห็นเธอ ค่อยลองโทรเข้ามือถือหรือโทรไปที่บ้านดู
139	「เอาล่ะ วันนี้พอแค่นี้」
140	「ขอบคุณครับ」
141	「อา……หิวจัง รีบกลับดีกว่า」
142	「กินข้าวเคี้ยวให้ละเอียดๆ ล่ะ」
143	「ก็บอกว่าไม่ได้เป็นเด็กขนาดนั้นแล้วน่า」
144	ตอนที่ผมหัวเราะแล้วจะกลับบ้านนั่นเอง
145	「อึก……มาซาโอมิ!」
146	「……เอ๋?」
147	จู่ๆ ก็มีอะไรบางอย่างพุ่งออกมาจากพุ่มไม้!
148	เงาดำพุ่งตรงเข้าใส่ผม!
149	ผมตั้งการ์ดโดยสัญชาตญาณ แต่ไม่ทันแล้ว――
150	「โฮ่ง! โฮ่งๆ ว้าวๆ โฮ่งๆ!」
151	「……ลู ลูกหมา?」
152	สิ่งที่พุ่งเข้าใส่ เป็นสิ่งมีชีวิตที่น่ารักกว่าที่จินตนาการไว้มาก
153	ผมอุ้มลูกหมาตัวนั้นขึ้นมาโดยอัตโนมัติ
154	คงวิ่งเล่นอยู่ในป่า ตัวเลอะโคลนจนเข้าใจผิดว่าเป็นเงาดำ
155	「อ้าวเฮ้อ……เลอะมาถึงเสื้อผมเลย……」
