0	「มุราซาเมะจังกลับมาเป็นมนุษย์เหรอคะ?!」「ท่านมุราซาเมะกลับเป็นมนุษย์เหรอ?!」「ท่านมุราซาเมะกลับเป็นมนุษย์?!」
1	พักกลางวัน
2	ผมรายงานเรื่องที่เกิดขึ้นเมื่อวานให้สมาชิกทีมฟื้นฟูเมืองฟังระหว่างกินมื้อเที่ยง
3	「งั้นก็แปลว่า มาซาโอมิ!」
4	ไม่รู้ทำไมเร็นทาโร่ที่ตื่นเต้นที่สุด พูดใส่ผมพลางพ่นเม็ดข้าวกระจาย
5	「อะไรวะ สกปรกชะมัด!」
6	ผมโบกมือขวาไล่ให้ไปไกลๆ
7	「งั้นพวกเราก็เห็นท่านมุราซาเมะได้ด้วยใช่ไหม?」
8	「ฉันก็จะได้ยลโฉมสาวสวยสไตล์ญี่ปุ่นด้วยใช่ไหม?!」
9	เร็นทาโร่ตาเป็นประกาย กำหมัดทั้งสองข้างแล้วตะโกน
10	หมายปองแค่นั้นเองสินะ
11	「ให้ตายสิ พี่เร็น แรงจูงใจไม่บริสุทธิ์เกินไปแล้ว……」
12	น้องสาวที่อยู่ข้างๆ มองพี่ชายด้วยสายตาเหยียดๆ
13	มูลค่าหุ้นของเร็นทาโร่ในใจโคฮารุร่วงลงอีกแล้ว
14	「มาซาโอมิ ไปเยี่ยมได้ไหมคะ?」
15	「อืม เพิ่งเริ่มรักษาได้ไม่นานเองน่ะ」
16	「เอาเป็นว่า รออีกสักสองสามวันดูอาการก่อนได้ไหม?」
17	「รับทราบค่ะ」
18	「ฝากบอกมุราซาเมะจังให้หายไวๆ ด้วยนะคะ」
19	คุณเลนะยิ้มแล้วยื่นลูกอมสามเม็ดให้ผม
20	「ลูกอมแก้เจ็บคอรสควินซ์ค่ะ」
21	「ฝากเอาไปให้มุราซาเมะจังด้วยนะคะ」
22	「ขอบใจนะ เธอต้องดีใจแน่」
23	น้ำใจที่อ่อนโยน
24	ต่างจากเร็นทาโร่ลิบลับ
25	「พี่ชาย หนูจะไปเยี่ยมพร้อมคุณเลนะนะ」
26	「อือ ทุกคนยกเว้นเร็นทาโร่มาได้เลย」
27	「ทำไมล่ะ! ให้ฉันเจอด้วยสิ!」
28	「นายจะไปจีบมุราซาเมะจัง เพราะงั้นไม่ได้」
29	「อึก…… ทำตัวเหมือนเป็นแฟนเลยนะ!」
30	「ไม่ใช่ทำตัวเหมือน แต่เป็นแฟนจริงๆ」
31	ไม่คิดจะปิดบังแล้ว เลยพูดออกไปอย่างองอาจ
32	「อ, อะไรนะ?!」
33	「จริงดิ?! นายมีแฟนแล้วเหรอ?!」
34	「มาโฮริได้ยังไม่นานเองแท้ๆ!」
35	「บ้าจริง ตัวเลือกแฟนของฉันหายไปอีกคนแล้ว……!」
36	เร็นทาโร่ร้องไห้สะอึกสะอื้น
37	หมอนี่เอามุราซาเมะจังเข้าลิสต์ตัวเลือกด้วยเหรอเนี่ย
38	ทั้งที่มองไม่เห็นตัวด้วยซ้ำ ในแง่หนึ่งก็เก่งนะ
39	「พอท่านมุราซาเมะหายดี ก็จะมาประชุมฟื้นฟูเมืองในร่างมนุษย์ได้ค่ะ」
40	「รอเวลานั้นไว้เลยค่ะ」
41	「สองคนน่ะ นี่มันพูดอ้อมๆ ว่าห้ามฉันไปเยี่ยมใช่ไหม?!」
42	「เข้าใจไวเกินตัวนายเลยนะ」
43	「บ้าจริง ความรู้สึกโดนกันออกนอกวงนี่จะอีกนานแค่ไหนเนี่ย……?」
44	จนกว่านิสัยเจ้าชู้ของนายจะดีขึ้นนั่นแหละ
45	「ตื่นเต้นจัง~ อยากเจอไวๆ จัง~」
46	น้องสาวพูดยิ้มแย้มสดใส ปล่อยพี่ชายที่กุมหัวกลุ้มไว้
47	「เอาล่ะ วันนี้พอแค่นี้」
48	「คนที่เวรทำความสะอาด ฝากด้วยนะ」
49	ผมลุกจากที่นั่งทันที
50	「ท่านโทโมทาเกะ คุณฮิตาจิ!」
51	ผมส่งเสียงไปที่แผ่นหลังสองคนที่เริ่มเก็บของกลับ
52	「ขอโทษนะ วันนี้ผมขอหยุดประชุมฟื้นฟูเมือง」
53	「จนกว่ามุราซาเมะจังจะหายดี ขอโทษด้วยที่คงไม่ได้มาสักพัก ขอโทษจริงๆ!」
54	ผมพนมมือขอโทษสองคน
55	「ไม่หรอกค่ะ เรารู้อยู่แล้ว」
56	「ไม่เป็นไรค่ะ พวกเราจะทำกันเองเท่าที่ทำได้」
57	สองคนยิ้มตอบรับให้
58	「มาซาโอมิรีบกลับไปเถอะค่ะ」
59	「ไม่เป็นไร ไปเลย」
60	คุณเลนะกับเร็นทาโร่ก็พูดให้พร้อมรอยยิ้ม
61	「เป็นบุญคุณเลย! ไปก่อนนะ!」
62	ผมโบกมือลาทั้งสี่คนแล้ววิ่งออกจากห้องเรียน
63	「ว้าว มาซาโอมิวิ่งเต็มสปีดเลยนะคะ」
64	「เดินกลับก็ต่างกันไม่ถึงสิบนาทีแท้ๆ」
65	「ก็เป็นห่วงท่านมุราซาเมะขนาดนั้นแหละค่ะ」
66	「นั่นสิ」
67	「ฟุฟุ ดูน่ารักดีนะ」
68	「ค่ะ ทำให้หนูอยากมีความรักบ้างเลย」
69	「นั่นสิคะ มีผู้ชายดีๆ อยู่ที่ไหนบ้างไหมนะ?」
70	「นี่ๆ ผมไง!」
71	「……มีผู้ชายดีๆ อยู่ที่ไหนบ้างไหมนะ?」
72	「เดี๋ยว อย่าทำเป็นมองไม่เห็นสิ คุณฮิตาจิ!」
73	「ฮ่าก ฮ่าก ฮ่าก」
74	ผมวิ่งเต็มสปีดผ่านประตูโรงเรียน แล้ววิ่งไปตามทางกลับบ้านต่อ
75	ใจร้อนรนว่าเร็วเข้าๆ
76	อยากเจอมุราซาเมะจังไวๆ
77	ถึงผมจะอยู่ด้วย อาการป่วยก็ไม่ได้หายเร็วขึ้นหรอกนะ
78	「อ้า」
79	ผมหยุดเดินกลางทาง
80	ผมรักษาโรคไม่ได้ก็จริง แต่――
81	「เปลี่ยนจุดหมาย!」
82	ผมหมุนตัวกลับ
83	แล้วก็เร่งฝีเท้าเต็มสปีดอีกครั้ง
84	「ยินดีต้อนรับค่――อ้าว มะบง」
85	「ฮ่าก ฮ่าก ห, หวัดดีครับ……」
86	ผมทักทายพี่โรกะพลางหอบหายใจ
87	「เหงื่อท่วมเลย นี่ เช็ดซะหน่อยสิ」
88	พี่โรกะหยิบผ้าเช็ดหน้าออกมาเช็ดหน้าผากให้ผม
89	มีกลิ่นสบู่
90	「ว่าแต่ มีอะไรเหรอ?」
91	「ขอสั่งด่วน พาร์เฟ่ต์หนึ่งที่」
92	「ห่อกลับบ้าน」
93	「อ้อ จากนี้ผมจะมาซื้อทุกวันสักพักนะ」
94	「ง, งั้นเหรอ」
