1	「อุยยาาาาาาาา!」
2	「โอ๊ยยย!?」
3	คมดาบที่ฟันลงไปเฉียดเทพคำสาป แต่ยังไม่ถึงขั้นชำระได้ กลับมีแรงสะเทือนทื่อๆ ย้อนกลับมาแทน
4	เหมือนฟันโดนลำต้นไม้ใกล้ๆ ความเจ็บแล่นมาที่ข้อมือ
5	「(แ แย่――)」
6	「ระวัง!」
7	คุณฮิตาจิปัดหมัดที่พุ่งเข้ามา คุณโทโมทาเกะฉวยช่องนั้นอ้อมเข้าไปพุ่งใส่
8	「ยาาาาา!」
9	กระดิ่งซุซุถูกปักลงไป ร่างเหมือนโคลนก็สลายหายไป
10	จากวันนั้นก็ผ่านมาสัปดาห์กว่าๆ สำหรับผมนี่คือการชำระมลทินครั้งที่สอง
11	จบลงโดยไม่มีการทะเลาะกัน การชำระวันนี้ก็ถือว่าราบรื่นอยู่นะ
12	「(ถ้าไม่มีคุณฮิตาจิ ผมคงบาดเจ็บไปแล้วล่ะ)」
13	「เหนื่อยหน่อยนะคะ คุณหนูโยชิโนะ」
14	「มาโกะก็เหนื่อยหน่อยนะ」
15	「คุณอาริจิก็… เหนื่อยหน่อยนะคะ」
16	「อ๊ะ อ๋อ อือ เหนื่อยหน่อยนะ」
17	「………」
18	คงเพราะฟันแปลกๆ เมื่อกี้นั่นแหละ
19	ข้อมือเสียวแปลบนิดๆ
20	「เฮ้ออ……」
21	กลับมาถึงห้อง ผมลองเช็คความรู้สึกที่ข้อมือ
22	พองอแรงๆ ก็เจ็บนิดหน่อย แต่แค่นี้คงไม่กระทบชีวิตประจำวันหรอก
23	「ข้อมือไม่เป็นไรนะ?」
24	「รู้ด้วยเหรอ」
25	「ก็เพราะเหวี่ยงดาบไม่ดีถึงได้เป็นแบบนั้นไง」
26	「ถึงการฟันจะไม่ต้องใช้ฝีมือ แต่จังหวะก่อนกับหลังฟัน นายท่านต้องจัดการเอง」
27	「ถ้ามุราซาเมะมารุฟันอะไรก็ฉับๆ ขาดหมด ก็คงไม่เป็นแบบนี้」
28	ที่ฟันชุดคุณโทโมทาเกะขาดได้ ก็เพราะมันมีอิทธิพลทางวิญญาณต่างหาก
29	กับของจริงในโลกนี้ มันคมไม่ได้ขนาดนั้น
30	「…หรือว่ามันเป็นดาบทื่อกันแน่?」
31	「ไม่ใช่นะคะ ไม่ใช่ดาบทื่อนะคะ อย่ามาโทษมุราซาเมะมารุนะคะ」
32	เอาเถอะ คนไร้ฝีมืออย่างผมถ้าแกว่งของที่ฟันฉับๆ ขาด มันก็คงอันตราย แบบนี้อาจจะดีกว่าด้วยซ้ำ
33	「แต่ตอนแรกมันก็ปักอยู่ในหินไม่ใช่เหรอ?」
34	「นั่นมันไม่เหมือนปักทางกายภาพนะ」
35	「อีกอย่าง มุราซาเมะมารุเป็นดาบศักดิ์สิทธิ์ไว้ฟันสิ่งที่ไม่ใช่ของโลกนี้! ความคมต่อของในโลกปัจจุบันไม่เกี่ยวเลย!」
36	「จะว่า 'ดาบศักดิ์สิทธิ์' ผมว่ามันออกแนว 'ดาบอาถรรพ์' มากกว่านะ」
37	「อะ อะไรหยาบคายจัง! ตรงไหนมันเป็น 'ดาบอาถรรพ์'!」
38	「พอมาเป็นเจ้าของก็โดนอะไรพิลึกๆ สิงซะงั้น……」
39	「ข้าไม่ใช่โยไค ยิ่งไม่ใช่ผีด้วย! พูดแบบนั้นข้าน้อยใจนะ!」
40	「งั้น 'ดาบทารก' เป็นไง? อ๊ะ 'ดาบทารก' นี่เข้าเป๊ะเลยไม่ใช่เหรอ?」
41	「หมิ่นเกียรติ! หมิ่นเกียรติกันชัดๆ นายท่าน!」
42	ก็เพราะตอนนั้นมันร้องเปี๊ยบขี้ขลาดนี่นา……
43	「เมื่อกี้คิดอะไรน่าหมั่นไส้อยู่ใช่ไหม」
44	「………」
45	「หลบสายตาแน่ะ～」
46	「เ เอาเถอะ ยังไงก็เถอะ ผมซึ้งดีว่าฝีมือตัวเองยังไม่ถึง」
47	ก่อนอื่นต้องทำให้ชำระมลทินได้อย่างปลอดภัยให้ได้ก่อน
48	ไม่งั้นก่อนจะคลายคำสาปได้ ผมคงตาย… เอาจริงไม่ถึงตาย แต่คงบาดเจ็บหนักแน่
49	「คุณโทโมทาเกะบอกว่าจะจัดการคำสาปเอง แต่มีวิธีที่เป็นรูปธรรมไหมเนี่ย?」
50	「นั่นสินะ… จะให้บอกตามตรง หรือให้กลบเกลื่อนดี?」
51	「แค่คำตอบนั้นก็เข้าใจหมดแล้วล่ะ」
52	การชำระมลทินน่ะ พูดง่ายๆ คือแก้ปัญหาเฉพาะหน้า
53	ถ้ามีวิธีแก้ที่ต้นตอจริง ก็คงทำไปแล้ว
54	「ตอนนี้ที่พวกเรารู้ คือเทพคำสาปจะเล่นงานคนสายเลือดโทโมทาเกะ」
55	「ชำระมลทินของเทพคำสาปได้ก็จริง แต่ชำระไปเท่าไหร่มันก็เกิดขึ้นมาใหม่อยู่ดี」
56	「ตลอดหลายร้อยปีที่ผ่านมาเลยเหรอ?」
57	「คำสาปมันหลงเหลืออยู่ได้ยาวนานขนาดนั้นเลยเหรอ?」
58	「แล้วแต่ตัว ความแค้นหรือความอาลัยที่ลึกล้ำจะหลงเหลืออยู่แรงกล้าน่ากลัวมาก」
59	「ต่อให้ผู้ร่ายตายไปแล้ว… ไม่สิ บางทีพอไม่มีคนควบคุม คำสาปยิ่งอาละวาดหนักด้วยซ้ำ」
60	「เป็นแบบนั้นเลยเหรอ」
